external_gene_name	CAI	CBI	Fop	L_aa	tAI
SHOC1	0.171	-0.391	0.253	1444	0.310405356481829
KIAA1958	0.38	0.207	0.58	744	0.324801048197445
TSTD2	0.271	-0.073	0.431	516	0.334911098904588
ZNF782	0.242	-0.217	0.363	699	0.326434290522899
PRUNE2	0.252	-0.163	0.388	3088	0.30867636529817
CYP11B2	0.504	0.48	0.716	503	0.329863737474558
CBLL2	0.208	-0.332	0.293	425	0.308304978021985
CSAG1	0.338	0.051	0.5	78	0.295558072116127
FMR1NB	0.272	-0.057	0.43	255	0.319461275092527
FAAH2	0.251	-0.095	0.414	532	0.330669481889332
ZXDB	0.435	0.317	0.64	803	0.314897709259991
CYP17A1	0.438	0.359	0.653	508	0.340938986696676
FAM47A	0.359	0.164	0.553	791	0.294644223298738
MOSPD2	0.206	-0.27	0.323	518	0.316330223535943
ARHGAP36	0.329	0.112	0.516	547	0.321107351380986
RIBC1	0.364	0.171	0.56	379	0.361449657399774
AKAP14	0.243	-0.149	0.398	197	0.332053987009907
CYP19A1	0.289	0.032	0.473	503	0.329436561762824
RHOXF1	0.373	0.234	0.594	184	0.323762496852573
MAGEB6	0.311	0.04	0.494	407	0.32621784485943
CXorf65	0.305	0.039	0.483	183	0.338511559614886
AWAT1	0.442	0.335	0.644	328	0.3352604608422
AWAT2	0.387	0.229	0.585	333	0.324113562398825
ZDHHC15	0.31	0.097	0.519	337	0.340769314991841
USP51	0.306	0.07	0.504	711	0.305636362784308
CYP21A2	0.55	0.578	0.769	495	0.328788776640998
TCEAL6	0.331	0.024	0.497	183	0.344441306335531
H2BW1	0.499	0.513	0.737	175	0.315897140883241
ADSS2	0.186	-0.337	0.287	456	0.317014806046449
CXorf38	0.318	0.134	0.533	319	0.330459419092472
PABIR2	0.247	-0.147	0.384	266	0.275413633334394
PABIR3	0.217	-0.147	0.364	195	0.302915753462816
CYP24A1	0.338	0.177	0.555	514	0.326854866398349
HSFY2	0.181	-0.383	0.264	401	0.311956340880951
RBMY1F	0.177	-0.489	0.209	496	0.267242919808359
USP54	0.292	-0.039	0.448	1684	0.301475566405548
CYP26A1	0.438	0.392	0.669	497	0.323615129343652
NKX2-3	0.572	0.604	0.793	364	0.335213574445421
CYP27A1	0.472	0.453	0.705	531	0.345857878236346
SLC35G1	0.243	-0.059	0.431	365	0.303161292089307
CYP27B1	0.441	0.385	0.667	508	0.302730319442798
CYP51A1	0.224	-0.178	0.364	509	0.316358205816906
CFAP58	0.291	0.068	0.496	872	0.36447500386778
SLC5A12	0.262	-0.052	0.438	618	0.316571852377771
DEUP1	0.166	-0.382	0.256	604	0.325519720040024
AARS1	0.381	0.209	0.578	968	0.356756330043463
AP2A1	0.621	0.668	0.822	977	0.362491224585759
DAB1	0.289	-0.053	0.453	555	0.319366959841675
PATE1	0.255	-0.062	0.424	126	0.331716150418889
DAB2	0.257	-0.185	0.383	770	0.31790014557327
C11orf65	0.191	-0.378	0.266	313	0.321395809784447
DACH1	0.347	0.129	0.539	706	0.304253170813753
LDHAL6A	0.22	-0.186	0.359	332	0.319493321392741
C11orf42	0.401	0.267	0.606	333	0.299768219496232
DAD1	0.392	0.388	0.667	113	0.322024540318891
TMTC2	0.268	-0.012	0.453	836	0.327938500528849
CLEC12A	0.205	-0.265	0.318	275	0.32594943922385
CLECL1P	0.23	-0.188	0.368	191	0.338395197223383
CD55	0.244	-0.197	0.365	444	0.294413409142702
TMTC3	0.165	-0.373	0.255	914	0.314921206543604
C12orf50	0.199	-0.362	0.281	414	0.313722513562579
ALDH1L2	0.254	-0.129	0.399	923	0.336025329079017
LMNTD1	0.207	-0.32	0.305	409	0.320827113384601
DAG1	0.433	0.293	0.624	895	0.313821144146275
DENND5B	0.254	-0.085	0.415	1309	0.323170562132038
DGKA	0.339	0.15	0.544	735	0.330213699602866
TAMALIN	0.575	0.617	0.794	395	0.311326034701169
DGKB	0.256	-0.115	0.406	804	0.32770195841597
SLC5A8	0.258	-0.046	0.438	610	0.321999444407591
PPTC7	0.331	0.162	0.554	304	0.32037217433665
CCDC63	0.444	0.369	0.658	563	0.369801139998984
CCDC60	0.371	0.205	0.572	550	0.332749559738252
DGKG	0.382	0.238	0.594	791	0.33734245378329
DGKH	0.247	-0.118	0.404	1220	0.322453384919438
CCDC122	0.153	-0.488	0.208	273	0.33555814980842
GPR180	0.236	-0.077	0.419	440	0.31408640997971
DGKQ	0.622	0.673	0.825	942	0.328017679322545
AP2A2	0.484	0.448	0.703	940	0.352064954880445
DAO	0.405	0.315	0.63	347	0.323286893393924
STOML3	0.299	0.092	0.507	291	0.334465148510342
DAP	0.286	-0.021	0.454	204	0.302762867402031
GARIN2	0.284	-0.03	0.454	422	0.30856934000931
TMEM229B	0.777	0.881	0.935	167	0.349916544001811
SYNE3	0.528	0.517	0.736	975	0.337599875120721
CLEC14A	0.443	0.382	0.671	490	0.311805996204374
DAPK1	0.399	0.301	0.624	1430	0.338320018182006
FITM1	0.516	0.534	0.746	292	0.325640036896442
REM2	0.449	0.421	0.689	340	0.296210209139622
TMEM30B	0.79	0.912	0.953	351	0.344360406798621
DAPK3	0.742	0.831	0.908	454	0.343846238162885
MDGA2	0.208	-0.281	0.314	956	0.3112282860558
SAMD15	0.233	-0.21	0.364	674	0.3039418461367
NOP9	0.337	0.184	0.558	636	0.314221647964861
EML5	0.194	-0.319	0.294	1977	0.302729359025512
STRC	0.371	0.234	0.583	1775	0.303149865283975
DARS1	0.203	-0.286	0.311	501	0.324837258153156
CFAP161	0.285	0.041	0.484	301	0.316230645245528
TBC1D21	0.496	0.475	0.717	336	0.367230095510497
DNAAF4	0.184	-0.334	0.285	420	0.341799829522406
DAXX	0.367	0.181	0.563	740	0.32034704416799
DAZ1	0.238	-0.258	0.345	744	0.333457164879635
OTUD7A	0.567	0.613	0.794	926	0.325237435922888
SPRED1	0.217	-0.248	0.336	444	0.315782429640701
ODF3L1	0.529	0.471	0.719	274	0.332138089369913
PGBD4	0.218	-0.233	0.339	585	0.316259869496718
DAZL	0.223	-0.301	0.32	315	0.323513219088649
ADAL	0.223	-0.195	0.358	355	0.319850424563486
EXD1	0.24	-0.13	0.395	572	0.318257917527785
FSIP1	0.205	-0.288	0.312	581	0.325567792088518
ZFPM1	0.697	0.771	0.879	1006	0.310131190470823
ADAD2	0.542	0.546	0.755	665	0.326103341874532
AP1B1	0.576	0.571	0.77	949	0.36634120483966
BRINP1	0.475	0.428	0.69	761	0.334859963241319
ITPRIPL2	0.507	0.528	0.741	535	0.309052222307543
DBH	0.598	0.631	0.803	617	0.348456087530903
DBI	0.365	0.227	0.589	148	0.336679906868327
ZFP1	0.261	-0.093	0.421	407	0.33856612177521
ANKFN1	0.274	-0.022	0.449	763	0.314257097785472
MARCHF10	0.257	-0.143	0.396	846	0.306494294410183
MFSD6L	0.433	0.397	0.673	586	0.317720404046299
SLFN5	0.261	-0.059	0.43	891	0.339785113499586
NAGS	0.627	0.696	0.837	534	0.324131389349257
RETREG3	0.345	0.174	0.554	466	0.314376059296658
TMEM92	0.493	0.419	0.688	159	0.335853556780396
PHOSPHO1	0.724	0.809	0.897	292	0.333811302849687
RHBDL3	0.511	0.51	0.736	404	0.333831973993526
TRPV3	0.521	0.527	0.744	791	0.35014559576277
SLC16A11	0.495	0.532	0.747	471	0.305752054800751
FBXO39	0.403	0.316	0.626	442	0.345404692909482
SPPL2C	0.521	0.518	0.74	684	0.32475687697536
KRT28	0.322	0.107	0.523	464	0.338768544189205
ZNF519	0.202	-0.355	0.286	540	0.340543117957712
C18orf54	0.192	-0.366	0.276	533	0.316875988462133
DBN1	0.495	0.413	0.691	695	0.328258662734237
DBP	0.555	0.579	0.775	325	0.302978439954313
DBT	0.199	-0.313	0.299	482	0.319229335382443
ZNF836	0.22	-0.277	0.326	936	0.327178054513021
ZNF610	0.214	-0.266	0.322	462	0.324273986314242
ZNF600	0.221	-0.291	0.321	722	0.327991813147054
ZNF320	0.216	-0.335	0.293	509	0.318355157453016
ZNF497	0.683	0.741	0.864	498	0.336451242909466
ZNF550	0.328	0.123	0.532	422	0.314197559972508
ZNF296	0.594	0.594	0.786	475	0.326544428583668
DEDD2	0.53	0.542	0.749	326	0.303553073212301
ZNF846	0.205	-0.322	0.303	533	0.325215073326464
OR7D2	0.389	0.318	0.629	312	0.325699948900596
AP2B1	0.284	-0.013	0.456	951	0.345131514396193
DCC	0.263	-0.11	0.41	1447	0.305221687683075
ZNF579	0.645	0.709	0.845	562	0.304097788107011
ZNF791	0.224	-0.287	0.324	576	0.323505979123516
ZNF564	0.204	-0.365	0.283	553	0.319922738351976
ZNF709	0.214	-0.384	0.28	641	0.314752904654719
ZNF433	0.218	-0.323	0.309	673	0.320815578950892
ZNF114	0.265	-0.134	0.404	417	0.327749207264232
ZNF567	0.231	-0.253	0.341	647	0.329417818377372
ZNF383	0.218	-0.273	0.329	475	0.338575900212554
ZNF781	0.186	-0.249	0.314	327	0.312696333924829
EID2	0.36	0.242	0.591	236	0.294766440898999
ZNF780B	0.215	-0.298	0.313	833	0.338338208782669
PRR22	0.571	0.543	0.76	422	0.331126062171133
LGI4	0.592	0.65	0.809	537	0.31810023022094
SYNE4	0.445	0.396	0.673	404	0.305741161013155
ECI1	0.604	0.689	0.832	302	0.335006470390391
ZNF676	0.23	-0.266	0.338	588	0.339358030314554
ZNF100	0.226	-0.274	0.33	542	0.331135836285492
ZNF540	0.199	-0.339	0.291	660	0.328264443033881
DENND2C	0.222	-0.21	0.351	928	0.317566052668605
DCK	0.209	-0.248	0.332	260	0.331320293634035
GBP6	0.328	0.088	0.514	633	0.348182421583273
DCN	0.288	0.025	0.474	359	0.342123569599946
PLPPR5	0.286	0.021	0.477	321	0.321826184789828
FNDC7	0.275	-0.081	0.431	733	0.326948625225783
DENND1B	0.226	-0.231	0.346	775	0.319676089845757
DCTD	0.333	0.099	0.525	189	0.368361322052475
TDRD5	0.221	-0.212	0.353	1035	0.31796381747861
TOR1AIP2	0.284	-0.073	0.437	470	0.318347161674043
ACE	0.578	0.591	0.781	1306	0.349203156675194
CALML6	0.534	0.51	0.743	181	0.364358111432123
IFNLR1	0.439	0.343	0.652	520	0.318592619018788
CITED4	0.693	0.812	0.901	184	0.29376758583318
LEXM	0.446	0.326	0.645	418	0.330628697371437
SPRR4	0.47	0.269	0.628	79	0.424500867349196
KANK4	0.398	0.249	0.601	995	0.323628974631504
SASS6	0.172	-0.328	0.289	657	0.320094367694298
DCT	0.285	0.003	0.465	552	0.319202929341874
SDE2	0.276	-0.049	0.444	451	0.321003073879338
CNST	0.23	-0.188	0.371	725	0.320408478633074
DCTN1	0.417	0.28	0.614	1278	0.337295192895749
FAM43B	0.764	0.874	0.931	329	0.307477766180941
AP1G1	0.218	-0.176	0.364	825	0.315232727572772
HFM1	0.159	-0.483	0.207	1435	0.313929875378876
PAQR7	0.55	0.548	0.757	346	0.349510152850484
DCX	0.377	0.158	0.555	366	0.336313886457096
TTC24	0.423	0.294	0.623	582	0.344786303485736
CCDC185	0.555	0.557	0.761	623	0.32710292045909
UBL4B	0.521	0.508	0.734	174	0.34687068306709
DDB1	0.388	0.269	0.607	1140	0.346648973355569
WFDC13	0.356	0.122	0.533	93	0.35221339352147
APCDD1L	0.587	0.641	0.806	501	0.294483687725303
DDB2	0.404	0.261	0.603	427	0.328451335218443
LRRN4	0.557	0.601	0.786	740	0.303979588476579
TTLL9	0.459	0.385	0.67	439	0.34327639426925
DDC	0.383	0.243	0.593	480	0.336351999522873
AKR1C1	0.306	0.037	0.484	323	0.3519450767331
CCDC116	0.52	0.488	0.727	613	0.312237029532191
AKR1C2	0.311	0.045	0.489	323	0.347964305487118
CABP7	0.652	0.69	0.833	215	0.349649601983508
TMPRSS6	0.575	0.604	0.788	824	0.344152648655971
APOBEC3H	0.412	0.359	0.654	200	0.354763267938986
WBP2NL	0.238	-0.263	0.339	309	0.316850669676665
GADD45A	0.474	0.455	0.706	165	0.345152622169124
DAW1	0.235	-0.15	0.385	415	0.316493198819569
LONRF2	0.35	0.229	0.582	754	0.31436545161836
DDIT3	0.324	0.007	0.476	192	0.315358876782523
AEBP1	0.57	0.541	0.757	1158	0.329846621553737
DDOST	0.461	0.413	0.686	456	0.337969811661101
CCDC138	0.18	-0.325	0.287	665	0.311604041746534
ADGRF3	0.437	0.372	0.661	1079	0.324101636721039
TEX44	0.434	0.298	0.632	395	0.297711290439081
OXER1	0.556	0.604	0.785	423	0.329380720466802
TOGARAM2	0.478	0.448	0.7	1019	0.328608328532898
DDT	0.55	0.644	0.807	118	0.31894140246385
FAM171B	0.223	-0.172	0.372	826	0.303675111178779
C1QL2	0.591	0.623	0.803	287	0.336161948978581
DDX1	0.205	-0.285	0.317	740	0.326002363027191
UBXN2A	0.192	-0.33	0.294	259	0.338398213467963
DDX3X	0.223	-0.237	0.339	662	0.303065647350683
DDX5	0.208	-0.312	0.298	614	0.320757678950109
CLEC4F	0.282	0.041	0.488	589	0.339665414486652
DQX1	0.323	0.109	0.517	717	0.318950274912617
DDX6	0.245	-0.098	0.406	483	0.326389148152643
PARP15	0.235	-0.176	0.377	678	0.312899217377347
SPTSSB	0.235	-0.122	0.386	76	0.344176806990626
DMXL1	0.175	-0.398	0.253	3048	0.301326060217898
DNAJB8	0.606	0.602	0.793	232	0.350344002579185
GPR156	0.35	0.162	0.552	814	0.316089308102014
DHX8	0.337	0.12	0.526	1220	0.334277788670708
XIRP1	0.422	0.286	0.622	1843	0.317848144812221
RNF168	0.245	-0.127	0.402	571	0.314517463633315
TLE5	0.482	0.472	0.717	264	0.338524142028986
DHX9	0.219	-0.246	0.334	1270	0.330036428890978
CHST13	0.709	0.817	0.899	341	0.304183463472933
DDX10	0.224	-0.202	0.357	875	0.329843604161083
DDX11	0.442	0.344	0.648	970	0.347745686729481
PRICKLE2	0.434	0.318	0.637	844	0.330944078605329
KBTBD12	0.215	-0.2	0.356	623	0.333728704619572
SPATA5	0.208	-0.24	0.329	893	0.318119198182466
BBS12	0.183	-0.325	0.289	710	0.308308870152753
DHX15	0.209	-0.267	0.317	795	0.316585666954746
DECR1	0.2	-0.335	0.288	335	0.317637777893434
DCLK2	0.33	0.11	0.527	783	0.3173128871231
ADGRA3	0.257	-0.067	0.427	1321	0.318534645753684
TRIM60	0.223	-0.198	0.354	471	0.332581180291919
DEFA1	0.323	0.099	0.511	94	0.358061583672415
FREM3	0.336	0.137	0.538	2139	0.316789216040216
MMAA	0.185	-0.276	0.308	418	0.293966147280661
ZBTB49	0.305	0.007	0.478	765	0.332006197138913
DEFA3	0.323	0.099	0.511	94	0.356317749124203
TIGD2	0.194	-0.325	0.292	525	0.327114194945558
RASSF6	0.224	-0.18	0.362	369	0.32064222806482
RBM46	0.176	-0.448	0.232	533	0.322332387636051
DEFA4	0.266	0.026	0.468	97	0.321281963631548
SGMS2	0.238	-0.135	0.388	365	0.316835441205601
MIER3	0.208	-0.308	0.312	555	0.313207262567587
CDC20B	0.274	-0.026	0.453	519	0.308816679123334
CRISP1	0.233	-0.235	0.347	249	0.332575098283361
DEFA5	0.354	0.193	0.559	94	0.356740164570665
DEFA6	0.31	0.042	0.49	100	0.343436212448453
UGT3A2	0.283	0.029	0.478	523	0.32785246721074
TENT2	0.184	-0.29	0.301	484	0.304482273521722
DEFB1	0.293	0.099	0.515	68	0.348373340338064
DCP2	0.212	-0.294	0.309	420	0.327708116422329
DEFB4A	0.228	-0.164	0.371	64	0.294909870999646
DEFB4B	0.228	-0.164	0.371	64	0.294909870999646
NIM1K	0.331	0.155	0.545	436	0.325730495439043
DES	0.6	0.645	0.808	470	0.352944063851974
LIX1	0.318	0.103	0.519	282	0.324940138582588
ZNF366	0.584	0.592	0.785	744	0.350556548643342
CFD	0.693	0.814	0.9	260	0.309913855685349
FAM151B	0.212	-0.278	0.32	276	0.31316488916843
DFFA	0.382	0.251	0.597	331	0.330917183371797
PRSS35	0.284	0.005	0.466	413	0.321296278892838
LCA5	0.177	-0.392	0.254	697	0.305612909233051
DFFB	0.491	0.459	0.706	362	0.330514822607191
TIMM8A	0.396	0.245	0.602	97	0.352470689594351
OLIG3	0.597	0.689	0.833	272	0.313679659688153
TXLNB	0.315	0.033	0.49	684	0.343528284786548
DACT2	0.535	0.508	0.737	774	0.304340286896204
C6orf118	0.362	0.211	0.573	469	0.339404197323596
ZNF92	0.217	-0.312	0.312	586	0.343896949024385
GALNTL5	0.223	-0.204	0.348	443	0.313157681586468
DDX53	0.191	-0.292	0.304	631	0.304496836743357
ZNF679	0.219	-0.275	0.331	411	0.323663353097382
RNF133	0.207	-0.233	0.342	376	0.320912102620424
THAP5	0.165	-0.442	0.234	395	0.30894304502945
CCDC71L	0.656	0.741	0.859	235	0.274237276732207
PKD1L1	0.318	0.092	0.514	2849	0.315853182684108
GIMAP7	0.281	0.017	0.473	300	0.336848787623644
ZNF467	0.6	0.617	0.798	595	0.315516010711368
BHLHA15	0.658	0.731	0.855	189	0.318599557351488
BMPER	0.364	0.153	0.554	685	0.354802470194437
GSDME	0.352	0.215	0.577	496	0.330639301566933
ZNF800	0.18	-0.427	0.244	664	0.315904536833607
CNBD1	0.2	-0.299	0.305	436	0.3244133668986
COCH	0.267	-0.078	0.43	615	0.317758648039164
SLC30A8	0.316	0.129	0.53	369	0.335575914393007
COL22A1	0.327	0.044	0.499	1626	0.302378942959738
SNX31	0.312	0.082	0.507	440	0.346458829711858
TMEM64	0.426	0.416	0.683	380	0.317972999072232
ZNF596	0.202	-0.3	0.308	504	0.30458321848852
IDO2	0.311	0.055	0.49	420	0.320804204267079
STKLD1	0.541	0.561	0.762	680	0.341746890869478
KCNV2	0.651	0.715	0.845	545	0.33900319454442
OLFML2A	0.634	0.648	0.813	652	0.346001153734594
TMEM252	0.363	0.177	0.555	170	0.336967623803248
QSOX2	0.425	0.35	0.652	698	0.316482576749088
GLIS3	0.404	0.272	0.615	930	0.30701936442632
ZNF883	0.204	-0.373	0.279	379	0.312692681468528
ZNF169	0.348	0.15	0.545	603	0.306472086114275
TENT5D	0.207	-0.227	0.343	389	0.320819002985887
SPIN3	0.243	-0.151	0.389	258	0.311617547568163
FAM47B	0.347	0.135	0.538	645	0.296153143369978
TCEANC	0.247	-0.134	0.397	381	0.343143114608696
ZCCHC12	0.321	0.093	0.509	402	0.317164559850797
ARX	0.635	0.693	0.838	562	0.310037557896134
FAM170B	0.562	0.538	0.756	283	0.344421000580869
TMEM273	0.374	0.279	0.608	129	0.331464350109596
FUT11	0.487	0.466	0.713	492	0.30619805019288
OIT3	0.425	0.301	0.63	545	0.342419229243057
PWWP2B	0.563	0.6	0.786	590	0.296833135875995
SSBP4	0.587	0.575	0.78	385	0.317832081013136
CLEC4C	0.283	-0.047	0.446	213	0.330826800372287
ACTL10	0.69	0.758	0.869	245	0.324332547172239
DHX36	0.183	-0.326	0.285	1008	0.311795944882159
HTR3C	0.45	0.394	0.671	447	0.325054157666821
GIMAP1	0.557	0.594	0.78	306	0.323996489240161
GPHA2	0.528	0.489	0.728	129	0.343537552645601
S100Z	0.355	0.205	0.574	99	0.373482384356311
COMMD6	0.3	0.017	0.484	98	0.342765208385975
XAGE3	0.239	-0.31	0.308	111	0.303320715797484
XAGE5	0.212	-0.305	0.308	108	0.316296904647953
PSORS1C1	0.29	-0.021	0.456	152	0.290389924194372
PSORS1C2	0.401	0.197	0.574	136	0.272482289925463
NUDT10	0.512	0.557	0.766	164	0.323150326047661
ADAMTS15	0.577	0.596	0.785	950	0.341945804861546
ADAMTS16	0.374	0.204	0.578	1224	0.329745632555968
ADAMTS17	0.508	0.492	0.729	1095	0.334130271238512
ADAMTS18	0.312	0.044	0.496	1221	0.334938716683706
COX7B2	0.201	-0.336	0.293	81	0.290841928625354
GSX2	0.532	0.564	0.771	304	0.315216562440079
KCNG3	0.455	0.431	0.689	436	0.326481764798488
PPP1R18	0.392	0.245	0.595	613	0.301804047768094
ZNF525	0.229	-0.262	0.33	479	0.326686956922719
ZNF431	0.211	-0.333	0.301	576	0.341347623623456
ZNF721	0.225	-0.309	0.313	923	0.334066505163614
ANKRD24	0.5	0.481	0.722	1146	0.334265579929363
ZNF384	0.456	0.338	0.655	577	0.340871553076806
ADAMTS19	0.28	-0.045	0.444	1213	0.318542372745937
ASXL1	0.307	0.025	0.485	1541	0.309776301833819
SYNPO2	0.287	-0.06	0.443	1261	0.315368644671741
SPACA4	0.558	0.571	0.771	124	0.323644667246566
RHOV	0.555	0.583	0.776	236	0.333944570813394
UBE2L5	0.312	0.031	0.483	154	0.36416942074031
NLRP6	0.64	0.71	0.842	892	0.325593001059084
ZNF675	0.209	-0.363	0.287	568	0.350568554759188
CLYBL	0.246	-0.087	0.414	340	0.319155309878428
FAM9A	0.225	-0.283	0.326	332	0.342100307464048
FAM9B	0.204	-0.315	0.3	186	0.325743636393886
FAM9C	0.194	-0.349	0.284	166	0.333219987245776
SPTSSA	0.493	0.598	0.783	71	0.327727827413115
PTCRA	0.426	0.314	0.63	296	0.286606334986421
POLR3H	0.488	0.431	0.699	204	0.333714921461724
ABHD3	0.257	-0.067	0.429	409	0.316910453532835
DGUOK	0.332	0.145	0.538	277	0.322037690875128
DHCR7	0.603	0.639	0.805	475	0.356217693528672
DHCR24	0.601	0.618	0.793	516	0.360065379706324
DHFR	0.223	-0.164	0.379	187	0.323903330111991
DHODH	0.387	0.299	0.62	395	0.319903022134058
DHPS	0.534	0.518	0.742	369	0.359894218540498
CYB5R3	0.548	0.547	0.754	334	0.332808783603551
NQO1	0.342	0.117	0.529	274	0.355087623970161
DIAPH1	0.296	-0.008	0.462	1272	0.336777457405524
AFM	0.22	-0.231	0.347	599	0.340504528591582
DIAPH2	0.195	-0.276	0.312	1101	0.323690916466175
SEPTIN1	0.494	0.452	0.705	414	0.338288399464118
DIO1	0.38	0.231	0.584	248	0.330486066866785
DIO2	0.342	0.18	0.559	306	0.328499599167969
DIO3	0.579	0.651	0.812	303	0.319044845185796
DKC1	0.281	-0.001	0.464	514	0.337327582091216
DLAT	0.222	-0.234	0.344	647	0.301569484279911
DLD	0.176	-0.409	0.253	509	0.328706686356088
DLG1	0.196	-0.325	0.295	926	0.30925480842293
AFP	0.216	-0.235	0.343	609	0.336451837064137
DLG2	0.244	-0.132	0.396	975	0.3211852574857
DLG3	0.4	0.238	0.593	817	0.342289105862114
DLG4	0.487	0.453	0.706	767	0.332397234225257
DLST	0.296	-0.034	0.451	453	0.320934897285608
DLX1	0.472	0.439	0.707	255	0.326953203229129
DLX2	0.583	0.606	0.796	328	0.323236709094602
DLX3	0.59	0.606	0.794	287	0.340667350828519
DLX4	0.513	0.508	0.739	240	0.318196688751461
DLX5	0.468	0.375	0.675	289	0.334741446372555
AGA	0.222	-0.258	0.334	346	0.312706523277294
DLX6	0.496	0.474	0.727	293	0.335359733696179
DMBT1	0.362	0.138	0.545	2413	0.311831536040526
DMD	0.237	-0.125	0.394	3685	0.330909703652451
SARDH	0.575	0.591	0.782	918	0.332358907207285
DMP1	0.322	0.027	0.496	513	0.303274837392449
DNM1	0.561	0.564	0.766	864	0.345168288604257
ACAN	0.331	0.09	0.523	2530	0.299341098587648
DMPK	0.511	0.502	0.733	639	0.317781559819894
DMRT1	0.486	0.427	0.701	373	0.331197091658829
DMWD	0.608	0.634	0.807	674	0.317675200042065
DNA2	0.192	-0.269	0.313	1060	0.316253384219826
DNAH5	0.271	-0.03	0.444	4624	0.337891109907505
DNAH6	0.21	-0.243	0.33	4158	0.323907217330061
DNAH8	0.207	-0.238	0.332	4707	0.323149809695318
AGER	0.374	0.207	0.577	420	0.313788197393312
DNAH9	0.385	0.243	0.592	4486	0.342787879402144
DNASE1	0.524	0.503	0.734	282	0.347766894373973
DNASE1L1	0.553	0.568	0.767	302	0.33600448503435
DNASE1L2	0.678	0.73	0.856	299	0.346796298818637
DNASE1L3	0.398	0.266	0.607	305	0.343748302782703
DNASE2	0.511	0.485	0.729	360	0.352795854960552
DYNC1H1	0.36	0.21	0.574	4646	0.33951538738282
AGL	0.179	-0.387	0.255	1532	0.318435952260969
DYNC1I1	0.302	0.028	0.489	645	0.323538121598077
DYNC1I2	0.207	-0.352	0.289	638	0.321080344157618
DYNC1LI2	0.297	-0.01	0.465	492	0.324054669573168
DNM2	0.551	0.565	0.764	870	0.339330000530434
DNMT1	0.451	0.352	0.655	1632	0.344346272080727
TRDMT1	0.195	-0.247	0.324	391	0.318941822254634
DNMT3A	0.507	0.453	0.711	912	0.34693679594661
DNMT3B	0.419	0.296	0.625	853	0.331233042043301
DNTT	0.261	-0.038	0.441	509	0.31409721041326
DOCK1	0.338	0.152	0.544	1886	0.3376462873094
DOCK2	0.396	0.28	0.613	1830	0.345482412430077
DOCK3	0.371	0.209	0.574	2030	0.323822522944231
DOK1	0.455	0.364	0.663	481	0.324006696646735
DXO	0.414	0.276	0.615	396	0.311020876062697
DPAGT1	0.402	0.339	0.637	408	0.325775493445569
ABAT	0.457	0.412	0.683	500	0.351163659016409
DPEP1	0.577	0.588	0.778	411	0.340780711266543
DPH1	0.484	0.437	0.696	443	0.337537471457897
DPH2	0.355	0.157	0.546	489	0.310617809330831
DPP4	0.227	-0.215	0.353	766	0.32294144742067
DPP6	0.415	0.315	0.635	865	0.332983144291435
DPT	0.395	0.221	0.59	201	0.353809917923586
DPYD	0.232	-0.222	0.35	1025	0.332322042702103
DPYS	0.336	0.105	0.526	519	0.327849372885768
DPYSL2	0.463	0.38	0.671	677	0.346895205019347
DPYSL3	0.427	0.311	0.635	684	0.33769102214354
AGRP	0.508	0.426	0.688	132	0.340738568829809
DR1	0.207	-0.241	0.337	176	0.360938164272995
SLC26A3	0.234	-0.144	0.381	764	0.318782339605455
DRD1	0.401	0.28	0.612	446	0.339626512811005
DRD2	0.584	0.619	0.793	443	0.340232586694096
DRD3	0.419	0.347	0.649	400	0.335730725497235
DRD4	0.71	0.831	0.909	419	0.31845133278529
DRD5	0.618	0.666	0.822	477	0.350027829041924
DRG2	0.535	0.526	0.744	364	0.364927585600753
JAG1	0.422	0.276	0.621	1218	0.374493672524279
ARID3A	0.568	0.549	0.762	593	0.336169026560425
DRP2	0.382	0.234	0.59	957	0.328945178566223
ATN1	0.426	0.241	0.603	1190	0.301172286947566
DSC1	0.21	-0.27	0.325	894	0.322743057561673
DSC2	0.218	-0.237	0.342	901	0.31175325343511
DSC3	0.201	-0.296	0.307	896	0.312390375706193
DSCAM	0.366	0.223	0.585	2012	0.322304399009071
RCAN1	0.348	0.18	0.559	277	0.304366818320698
DSG1	0.213	-0.281	0.318	1049	0.307930135606609
DSG2	0.226	-0.227	0.35	1118	0.313921725808802
AGT	0.49	0.431	0.695	485	0.346322198854349
DSG3	0.228	-0.232	0.346	999	0.316493049357879
TSC22D3	0.576	0.59	0.779	200	0.36369618844901
DSP	0.333	0.139	0.534	2871	0.34673522799563
EPYC	0.238	-0.15	0.375	322	0.324430486750491
DSPP	0.33	-0.021	0.483	1301	0.271127209957182
SLC26A2	0.213	-0.205	0.351	739	0.324549916276819
DTNA	0.289	0.032	0.48	724	0.312753412621686
DTNB	0.329	0.121	0.528	627	0.319038120194827
HBEGF	0.364	0.253	0.595	208	0.323388963395589
DTX1	0.659	0.726	0.854	620	0.3299033388565
DTYMK	0.436	0.412	0.683	212	0.330823841930668
ECM2	0.215	-0.192	0.354	699	0.31824385495489
DUSP1	0.576	0.588	0.779	367	0.341329077040139
DUSP2	0.654	0.706	0.84	314	0.320473518927648
DUSP3	0.573	0.617	0.794	185	0.379388227253393
DUSP4	0.645	0.7	0.839	394	0.32990852518325
DUSP5	0.502	0.511	0.739	384	0.326929383727329
DUSP6	0.503	0.507	0.735	381	0.335143666081111
DUSP7	0.66	0.748	0.866	419	0.334249371752155
