external_gene_name	CAI	CBI	Fop	L_aa	tAI
Ncr1	0.4	0.007	0.467	325	0.147825580887409
Ly96	0.341	-0.158	0.373	160	0.151125676104846
Lyar	0.48	0.151	0.558	388	0.18463018465607
Sumo2	0.423	-0.042	0.451	95	0.160055374851448
Grid2ip	0.585	0.428	0.692	1203	0.155598152151704
Zfp369	0.389	-0.071	0.432	845	0.156811347523331
Zfp617	0.35	-0.255	0.344	559	0.15956838020051
Krtap19-9b	0.446	0.011	0.491	58	0.151707306614572
Myoz3	0.549	0.412	0.688	245	0.154176903430249
Lyl1	0.567	0.394	0.675	278	0.155786296420618
Prima1	0.54	0.312	0.633	153	0.175783727240338
Lyn	0.446	0.097	0.518	512	0.164303594349498
Lyst	0.353	-0.101	0.407	3787	0.151142752794019
Lyz2	0.425	0.02	0.472	148	0.172374636750731
Il17rc	0.552	0.407	0.681	674	0.166590519930148
Lyz1	0.42	0.028	0.472	148	0.172259238355248
Tm4sf1	0.431	0.057	0.497	202	0.178475923672869
M6pr	0.428	0.094	0.515	278	0.15842592671225
Mab21l1	0.561	0.409	0.681	359	0.17453907950447
Mcoln3	0.464	0.217	0.577	553	0.164329389056872
Fut10	0.454	0.151	0.544	481	0.158711260300707
Acer1	0.526	0.352	0.65	273	0.151804832186948
Amacr	0.482	0.246	0.594	381	0.158065143124651
Mbnl3	0.396	-0.11	0.412	342	0.164384812589088
Ntng2	0.629	0.486	0.727	589	0.182150853677104
Marcks	0.732	0.735	0.867	309	0.193038890903089
Syt12	0.574	0.394	0.676	421	0.160577324993163
Vmn1r37	0.381	0.051	0.479	302	0.144382305450293
Vmn1r36	0.376	0.042	0.473	305	0.145585863165578
Vmn1r35	0.384	0.022	0.464	296	0.145901633657705
Vmn1r38	0.358	-0.058	0.418	302	0.140587300198588
Vmn1r33	0.348	-0.078	0.411	305	0.141247760257153
Vmn1r32	0.392	0.054	0.482	302	0.144577608244434
Vmn1r17	0.371	-0.044	0.432	303	0.141218941788051
Mxd1	0.537	0.385	0.668	227	0.167726317231788
Vmn1r26	0.367	-0.036	0.44	339	0.143536203247604
Vmn1r24	0.389	-0.014	0.448	296	0.14575029588976
Vmn1r5	0.345	-0.087	0.407	315	0.141272491215799
Vmn1r6	0.346	-0.086	0.41	303	0.1400897531659
Vmn1r4	0.366	0.011	0.459	297	0.144184112540518
Vmn1r30	0.349	-0.067	0.419	302	0.137157513639193
Vmn1r22	0.362	-0.028	0.435	302	0.142984415695252
Vmn1r23	0.357	-0.042	0.43	302	0.142528164038985
Vmn1r28	0.355	-0.03	0.439	302	0.137019720968185
Vmn1r18	0.346	-0.05	0.426	299	0.136136847664539
Mad1l1	0.579	0.447	0.7	717	0.172940707265157
Vmn1r19	0.36	-0.049	0.424	308	0.138047477481583
Vmn1r21	0.344	-0.077	0.415	297	0.137186482608582
Vmn1r16	0.358	-0.048	0.427	303	0.138264291231496
Vmn1r9	0.348	-0.043	0.429	299	0.141860748921991
Vmn1r8	0.375	0.004	0.46	303	0.141322419270253
Vmn1r27	0.378	-0.001	0.453	303	0.144429939025466
Arhgap4	0.482	0.219	0.58	955	0.158293453810319
Asic3	0.532	0.282	0.614	530	0.16276429407999
Mxd3	0.581	0.45	0.7	206	0.166660099558062
Acot2	0.587	0.475	0.718	453	0.16361956424263
Edaradd	0.542	0.285	0.621	208	0.167573747578421
Galnt10	0.575	0.428	0.693	603	0.16605661720334
Mxd4	0.56	0.364	0.655	209	0.168599434972446
Vmn1r229	0.304	-0.217	0.338	306	0.136657101008288
Vmn1r226	0.31	-0.212	0.339	298	0.139696783793694
Vmn1r228	0.297	-0.183	0.351	333	0.14178991839313
Vmn1r232	0.301	-0.192	0.348	351	0.140326098507097
Vmn1r225	0.308	-0.185	0.35	298	0.139826587250329
Madcam1	0.544	0.351	0.653	405	0.157646965060751
Vmn1r231	0.319	-0.156	0.369	311	0.14018983267523
Vmn1r230	0.322	-0.143	0.372	316	0.135437832016221
Vmn1r234	0.323	-0.155	0.374	329	0.148064524763257
Vmn1r235	0.348	-0.064	0.419	328	0.147465866112309
Vmn1r237	0.378	-0.003	0.454	289	0.147670136378451
Vmn1r236	0.324	-0.149	0.369	334	0.138069729903604
Vmn1r233	0.331	-0.128	0.382	319	0.142538159678165
Vmn1r73	0.338	-0.15	0.375	303	0.143203632718914
Vmn1r80	0.359	-0.086	0.41	308	0.142988554125342
Vmn1r76	0.326	-0.144	0.375	324	0.139979300208956
Vmn1r74	0.32	-0.157	0.367	304	0.140965804535227
Vmn1r75	0.335	-0.11	0.392	305	0.145987495081353
Vmn1r78	0.329	-0.149	0.378	313	0.140398145882627
Vmn1r83	0.332	-0.079	0.41	306	0.14450311336371
Vmn1r81	0.328	-0.129	0.383	306	0.138616778545335
Vmn1r200	0.344	-0.058	0.416	312	0.142117229000887
Vmn1r199	0.327	-0.104	0.392	367	0.150136423739794
Vmn1r214	0.337	-0.041	0.422	367	0.145632328701634
Vmn1r213	0.342	-0.114	0.386	384	0.145151735853036
Smad1	0.561	0.334	0.65	465	0.167479239860403
Vmn1r206	0.33	-0.091	0.397	312	0.143514002220491
Vmn1r205	0.325	-0.127	0.377	316	0.140458016031591
Vmn1r208	0.336	-0.097	0.397	308	0.143416739835488
Vmn1r215	0.335	-0.119	0.385	300	0.143829736993315
Vmn1r198	0.339	-0.103	0.394	300	0.141466296949003
Vmn1r201	0.355	-0.036	0.43	300	0.144162936687263
Vmn1r218	0.33	-0.108	0.394	298	0.139737232154269
Vmn1r195	0.325	-0.088	0.395	316	0.140769812950915
Vmn1r202	0.334	-0.073	0.408	302	0.143102239824038
Vmn1r193	0.336	-0.048	0.422	319	0.144441920212065
Smad2	0.384	-0.091	0.421	467	0.15051801419221
Vmn1r89	0.356	-0.056	0.43	316	0.137732271692993
Vmn1r87	0.347	-0.047	0.43	295	0.137435933615349
Vmn1r70	0.351	-0.107	0.399	298	0.147186660763738
Vmn1r67	0.34	-0.07	0.412	305	0.143861845323531
Vmn1r66	0.315	-0.136	0.377	310	0.140121046073221
Vmn1r185	0.328	-0.1	0.399	319	0.142722877332288
Vmn1r84	0.344	-0.074	0.409	318	0.143690402039578
Vmn1r82	0.351	-0.035	0.435	304	0.145037714381331
Vmn1r210	0.334	-0.09	0.399	306	0.145283556917491
Smad3	0.58	0.431	0.697	425	0.167647986226651
Vmn1r203	0.35	-0.04	0.427	311	0.145996769246197
Vmn1r220	0.365	-0.002	0.448	298	0.147467039729651
Vmn1r219	0.35	-0.035	0.432	312	0.142514557214487
Vmn1r217	0.357	-0.001	0.448	298	0.146280279311268
Vmn1r222	0.338	-0.099	0.396	308	0.140393363080871
Vmn1r212	0.332	-0.08	0.407	357	0.141913890468129
Vmn1r211	0.338	-0.053	0.424	298	0.140156094407643
Vmn1r197	0.35	-0.024	0.443	298	0.141885479824266
Vmn1r216	0.317	-0.136	0.375	298	0.136078479520938
Smad4	0.396	-0.061	0.438	551	0.15577616408109
Acot3	0.577	0.435	0.696	432	0.16531592575067
Acot4	0.52	0.342	0.644	421	0.159531719413481
Havcr1	0.373	-0.167	0.38	305	0.144529800946243
Timd2	0.382	-0.126	0.403	305	0.145858143666752
Havcr2	0.386	-0.037	0.442	281	0.15860397440281
Slc12a8	0.495	0.284	0.614	705	0.158388943094316
Smad5	0.408	-0.046	0.449	465	0.154840822551555
Smad6	0.634	0.574	0.771	495	0.162234858425544
Smad7	0.578	0.459	0.711	426	0.169371266225511
Maf	0.724	0.729	0.858	370	0.176621149333367
Maff	0.763	0.807	0.895	156	0.181612687921582
Mafg	0.652	0.591	0.78	162	0.176637126270437
Mafk	0.604	0.526	0.745	156	0.16151592146387
Mag	0.571	0.42	0.691	582	0.162594616394125
Magea1	0.437	0.067	0.505	320	0.158125003121011
Magea2	0.438	0.066	0.505	320	0.158633437209139
Trpm8	0.522	0.329	0.639	1104	0.164006839226834
Bnipl	0.449	0.14	0.535	356	0.152474892193084
Magea3	0.437	0.067	0.507	320	0.15819678065213
Magea4	0.394	-0.03	0.451	315	0.153084622208806
Slc22a27	0.34	-0.114	0.388	551	0.140738454229254
Magea5	0.43	0.055	0.498	320	0.156598636776526
Magea6	0.428	0.014	0.479	325	0.15516450621135
Magea8	0.43	0.044	0.493	320	0.156835686523904
Mageb1	0.365	-0.15	0.39	380	0.145684255490232
Mageb2	0.371	-0.115	0.408	330	0.148140788414062
Il17rd	0.509	0.274	0.615	738	0.166553667007491
Gpr37l1	0.573	0.43	0.694	481	0.170268947189231
Mageb3	0.372	-0.119	0.406	330	0.148906950807378
Cd99l2	0.398	-0.096	0.424	237	0.154252504249534
Magoh	0.407	0.007	0.465	146	0.158256744929257
Mfap2	0.57	0.361	0.663	185	0.185465377621171
Apobr	0.436	0.073	0.513	942	0.159830220935673
H1f8	0.459	0.105	0.532	304	0.167854022748198
Creld1	0.571	0.355	0.66	420	0.190960366171577
Ccndbp1	0.415	0.07	0.497	356	0.161320722287044
Mak	0.423	0.041	0.491	646	0.154626387362321
Mal	0.513	0.274	0.614	153	0.1546630770758
Ucn2	0.448	0.15	0.537	113	0.140824978470566
Mlph	0.507	0.216	0.582	590	0.161545331655673
Bmf	0.517	0.304	0.63	271	0.158217104674515
Man1a	0.442	0.147	0.541	655	0.156624355586895
Man1a2	0.37	-0.083	0.417	641	0.150142759782882
Nme7	0.376	-0.103	0.407	395	0.151217986811239
Man2a1	0.403	0.023	0.475	1150	0.148877129189619
Mical1	0.511	0.272	0.61	1048	0.163052914196722
Man2b1	0.502	0.248	0.598	1013	0.154304064458115
Man2b2	0.58	0.443	0.702	1018	0.156127100557713
Maoa	0.369	-0.119	0.401	526	0.15778567589806
Mapkapk2	0.537	0.35	0.651	386	0.164390382803056
Mapkapk5	0.449	0.137	0.537	473	0.162085880553854
Marco	0.409	-0.036	0.458	518	0.162030605742728
Nprl3	0.511	0.267	0.603	569	0.1579652682629
Mark3	0.393	-0.012	0.456	744	0.150811550140523
Mas1	0.497	0.372	0.657	324	0.150357850809932
Ascl1	0.704	0.711	0.849	231	0.168640588680439
Ascl2	0.566	0.461	0.712	263	0.165325079315876
Masp1	0.508	0.226	0.591	704	0.163866585147906
Masp2	0.451	0.113	0.531	685	0.159991283197185
Fxyd3	0.399	0.022	0.471	88	0.164453950291013
Matk	0.554	0.372	0.663	505	0.17177711725642
Matn1	0.611	0.485	0.725	500	0.177740668559154
Matn2	0.469	0.157	0.553	937	0.176239069043332
Matn3	0.497	0.217	0.583	481	0.175777726838983
Matn4	0.584	0.437	0.698	624	0.175641501289833
Matr3	0.314	-0.348	0.283	846	0.151353199047754
Max	0.49	0.223	0.586	160	0.156957660911442
Maz	0.61	0.474	0.727	477	0.177830064184501
Mb	0.57	0.408	0.685	154	0.180861993767167
Mbd1	0.429	0.019	0.481	588	0.163663305046983
Mbd2	0.492	0.279	0.617	414	0.163454964070197
Mbd3	0.59	0.413	0.688	285	0.172411226078912
Mbd4	0.368	-0.111	0.407	554	0.152557800248333
Mbl1	0.429	0.08	0.513	239	0.169617541101554
Mbl2	0.409	-0.024	0.46	244	0.160992514776861
Mbp	0.502	0.226	0.592	250	0.157365429297751
Mc1r	0.604	0.577	0.765	315	0.166397119306992
Mc2r	0.457	0.199	0.558	296	0.152075586204442
Mc3r	0.698	0.674	0.822	323	0.179640563228008
Mc4r	0.496	0.333	0.636	332	0.16157893298108
Mc5r	0.507	0.379	0.661	372	0.162419768783372
Mcf2l	0.583	0.436	0.698	1175	0.173811769147516
Mcl1	0.562	0.5	0.731	331	0.163519579658561
Mcm3	0.517	0.275	0.613	812	0.169709549200545
Mcm2	0.574	0.409	0.682	904	0.16736485060881
Mcm4	0.387	-0.041	0.439	862	0.1514211749948
Mcm5	0.531	0.298	0.62	734	0.169585380008706
Mcm6	0.409	0.044	0.486	821	0.156982889267219
Mcm7	0.462	0.174	0.554	719	0.161560831986973
Cd46	0.31	-0.384	0.268	365	0.149780837427406
Anapc1	0.371	-0.069	0.426	1944	0.152967029881391
Mcpt1	0.371	-0.117	0.404	246	0.158148582310714
Mcpt2	0.36	-0.152	0.389	244	0.154465224969096
Mcpt4	0.395	-0.039	0.443	246	0.156704455706334
Cma1	0.434	0.112	0.52	260	0.160065965690163
Tpsb2	0.532	0.328	0.64	276	0.164215601034158
Mcpt8	0.414	0.041	0.487	247	0.158101115152966
Mcpt9	0.388	-0.073	0.428	246	0.159204390962065
Mgrn1	0.547	0.313	0.634	533	0.165714065267787
Mdfi	0.57	0.41	0.69	246	0.196713823634676
Mdk	0.645	0.567	0.776	140	0.195971201883237
Mdm1	0.408	0.009	0.474	718	0.154952576189302
Mdm2	0.424	0.01	0.478	489	0.163005593275952
Mdm4	0.335	-0.245	0.339	490	0.156740447372742
Abcc1	0.513	0.302	0.623	1528	0.16073435402486
Rdh11	0.45	0.195	0.564	316	0.160496638772455
Slc3a2	0.504	0.328	0.637	565	0.160900054966752
Mea1	0.433	-0.004	0.476	174	0.156202836773402
Mecp2	0.49	0.149	0.555	501	0.165605721045444
Mef2a	0.403	-0.054	0.443	498	0.143949065807895
Mef2b	0.567	0.384	0.669	339	0.154000172503562
Mef2c	0.439	0.044	0.491	474	0.150491100316005
Mef2d	0.543	0.317	0.638	514	0.1541686976601
Meis1	0.401	-0.015	0.466	465	0.145121781807877
Rab8a	0.539	0.366	0.658	207	0.168503184637172
Melk	0.409	0.052	0.492	643	0.159771620147798
Fyco1	0.485	0.238	0.592	1437	0.16904784955842
Men1	0.56	0.377	0.667	617	0.164194720420251
Meox1	0.541	0.295	0.629	253	0.162334249512019
Meox2	0.494	0.243	0.6	303	0.155762901255956
Mep1a	0.467	0.153	0.545	760	0.160906477690228
Mep1b	0.402	0.004	0.469	704	0.153716374920858
Mertk	0.436	0.113	0.525	994	0.154498447507031
Mesp1	0.61	0.534	0.749	243	0.151679337056855
Mesp2	0.549	0.323	0.638	370	0.153640544644704
Mest	0.456	0.219	0.572	342	0.147775706276415
Met	0.392	0.005	0.47	1379	0.151534860286177
Mettl1	0.507	0.269	0.609	268	0.159023667908582
Foxc1	0.709	0.697	0.842	553	0.168135336213752
Foxd2	0.636	0.559	0.769	492	0.16515963661341
Mfge8	0.594	0.423	0.693	463	0.17509947891186
Mfng	0.572	0.455	0.703	321	0.158963712211955
Sypl2	0.61	0.492	0.732	264	0.167717766373389
Mgat1	0.535	0.294	0.62	447	0.16133563649742
Mgat3	0.613	0.487	0.724	538	0.156930379152296
Kitl	0.322	-0.196	0.358	273	0.146594858178179
Clec10a	0.534	0.346	0.649	305	0.171496403170832
Mgp	0.611	0.419	0.687	104	0.175979111538345
Mgmt	0.479	0.211	0.581	211	0.161940333681729
Mid1	0.549	0.391	0.674	680	0.172457561896353
Mif	0.728	0.675	0.827	115	0.176046210667745
Cxcl9	0.431	0.086	0.508	126	0.165911893283167
Minpp1	0.547	0.426	0.691	481	0.162475896422691
Mip	0.492	0.303	0.625	263	0.152125693025606
Bhlha15	0.548	0.4	0.677	197	0.151385420913866
Mitf	0.476	0.212	0.578	526	0.157757322471017
Pias2	0.331	-0.217	0.348	621	0.141600710738631
Mki67	0.346	-0.211	0.359	3177	0.144689922635005
Mknk1	0.49	0.203	0.573	415	0.169868698035218
Mknk2	0.606	0.459	0.71	459	0.176050876028465
Mlf1	0.321	-0.312	0.302	282	0.138658855362466
Mlh1	0.424	0.076	0.505	760	0.156873277163823
Mllt10	0.365	-0.165	0.39	1068	0.147921306290495
Aff1	0.492	0.186	0.574	1226	0.156641109645161
Afdn	0.422	0.015	0.474	1820	0.155906023500805
Marcksl1	0.584	0.322	0.657	200	0.182087236399937
Trpm1	0.497	0.267	0.606	1622	0.162575825313062
Mme	0.347	-0.189	0.365	750	0.15267086993042
Mmp12	0.367	-0.146	0.39	473	0.145940716869292
Mmp10	0.398	-0.064	0.439	476	0.150004836224474
Mmp11	0.507	0.249	0.596	492	0.150873135057683
Mmp13	0.402	-0.068	0.433	472	0.151407500689795
Mmp14	0.532	0.308	0.632	582	0.156720685893023
Mmp15	0.584	0.392	0.675	657	0.156930600457571
Mmp16	0.384	-0.105	0.411	607	0.14766539827
Mmp2	0.561	0.288	0.626	662	0.169150211829487
Mmp24	0.564	0.368	0.663	618	0.161260954769677
Mmp3	0.394	-0.103	0.417	479	0.152971710313042
Mmp7	0.422	-0.001	0.468	267	0.156536979767221
Mmp8	0.375	-0.094	0.417	465	0.143005354892501
Mmp9	0.566	0.339	0.653	730	0.163073637850978
Mnat1	0.393	0.033	0.48	309	0.162938617581635
Ndst2	0.48	0.213	0.573	883	0.150121389895853
Foxk1	0.581	0.429	0.699	719	0.154435327565214
Mns1	0.46	0.204	0.566	491	0.173212183941281
Mnt	0.575	0.36	0.66	591	0.159396130260043
Mobp	0.643	0.449	0.709	170	0.175843728375041
Mocs2	0.374	-0.059	0.44	189	0.154274338032614
Me1	0.408	0.043	0.486	572	0.16046838134018
Mog	0.41	0.124	0.521	247	0.149631076903274
Grap2	0.52	0.302	0.628	322	0.155929263186571
Mdh2	0.53	0.284	0.619	338	0.174348318578876
Mdh1	0.45	0.118	0.53	334	0.165050603828205
Morc1	0.387	-0.028	0.448	950	0.155012744068926
Mos	0.51	0.331	0.638	343	0.159343757158969
Mov10	0.524	0.344	0.644	1077	0.155009606624191
Psmd7	0.511	0.327	0.642	321	0.169646693178934
Cd200	0.412	0.085	0.509	278	0.149284734171797
Gbp4	0.436	0.086	0.511	631	0.160231912142935
Clec4d	0.394	-0.045	0.451	219	0.155353590233761
Mpdz	0.378	-0.076	0.425	2055	0.153389449093171
Mpeg1	0.432	0.064	0.504	720	0.158954599709896
Mpl	0.504	0.273	0.61	633	0.154180340581489
Mpo	0.561	0.397	0.673	718	0.158366115146836
Mpp1	0.434	0.066	0.504	466	0.162126976226974
Mpv17	0.451	0.246	0.594	178	0.158791296397823
Mpz	0.536	0.362	0.657	248	0.16012477084901
Mras	0.491	0.23	0.59	208	0.160420920258033
Mrc1	0.386	-0.125	0.409	1456	0.15771221137885
Mrc2	0.573	0.401	0.68	1479	0.166430694278313
Mre11a	0.411	0.016	0.473	706	0.150861412973366
Meis2	0.434	0.101	0.528	477	0.151462915735043
Meis3	0.533	0.32	0.637	378	0.159902531289741
Irag1	0.488	0.204	0.579	921	0.160820047360393
Msc	0.626	0.53	0.749	201	0.170627580128951
Cited2	0.672	0.614	0.8	269	0.168069050420557
Msh2	0.394	0.029	0.481	935	0.160015914680556
Msh3	0.373	-0.025	0.449	1095	0.155827020569419
Msh5	0.505	0.318	0.629	833	0.160302066193819
Msh6	0.392	-0.033	0.45	1358	0.156256441458331
Msi1	0.565	0.417	0.695	362	0.15608593618174
Sik1	0.55	0.415	0.686	779	0.158217460515338
Msl3	0.382	-0.083	0.42	466	0.14972667837796
Msmb	0.422	-0.031	0.462	113	0.181804852040121
Msn	0.531	0.258	0.602	577	0.179337709166926
Mstn	0.374	-0.085	0.418	376	0.152404393532541
Msx1	0.596	0.445	0.706	303	0.163876529918477
Msx2	0.553	0.417	0.691	267	0.151995920508905
Msx3	0.608	0.52	0.744	204	0.164394662259089
Grpel1	0.51	0.243	0.593	217	0.17670397316428
Grpel2	0.422	0.142	0.537	224	0.162675928911602
Mt1	0.804	0.767	0.883	61	0.321225869766899
Polr2k	0.315	-0.239	0.323	99	0.155540513387642
Mt2	0.68	0.503	0.75	61	0.320123199975296
Mt3	0.677	0.463	0.731	68	0.312936393366914
Mt4	0.557	0.222	0.6	62	0.266141574399161
Map1a	0.477	0.137	0.546	3014	0.160441674114898
Map1b	0.469	0.104	0.533	2464	0.163062109072067
Map2	0.378	-0.15	0.397	1828	0.152935785800582
Map4	0.413	-0.092	0.432	1125	0.15754585581267
Map6	0.503	0.198	0.582	906	0.160617869779923
Map7	0.42	0.039	0.485	738	0.153348781523759
Mapt	0.514	0.213	0.591	430	0.165047333465505
Mtcp1	0.342	-0.087	0.414	107	0.141392981366925
Mtf1	0.446	0.046	0.498	675	0.15641408876059
Mtf2	0.319	-0.274	0.322	593	0.154328307931925
Nudt1	0.551	0.354	0.655	156	0.159889382809715
Mthfd2	0.429	0.082	0.509	350	0.161835406144793
Mthfr	0.592	0.421	0.69	695	0.166095033475494
Tesmin	0.519	0.281	0.618	475	0.177815520437212
Mtm1	0.332	-0.198	0.355	603	0.146077612947801
Mtnr1a	0.476	0.293	0.615	353	0.158440156390912
Laptm4a	0.459	0.169	0.551	308	0.160718858939521
Mast2	0.431	0.07	0.501	1800	0.147006464907733
Mttp	0.435	0.121	0.529	909	0.160402335675412
Fam89b	0.575	0.423	0.689	189	0.165549460175411
Mtx1	0.557	0.39	0.67	461	0.158892150400932
Bloc1s5	0.472	0.236	0.586	185	0.169905239634653
Muc1	0.463	0.065	0.515	631	0.145036846338005
Prol1	0.367	-0.386	0.282	312	0.128614793692112
Muc5ac	0.531	0.247	0.607	2751	0.176492423367151
Mug1	0.413	0.016	0.478	1476	0.153048661040646
Mug2	0.421	0.036	0.489	1451	0.154699130956201
Mup1	0.351	-0.146	0.383	235	0.148831602014769
Mup2	0.337	-0.168	0.368	180	0.152246586695479
Mup3	0.336	-0.158	0.369	184	0.153671379944229
Mup4	0.341	-0.165	0.372	178	0.159860683123264
Mup5	0.332	-0.219	0.343	180	0.153305756744181
Commd1	0.476	0.245	0.594	188	0.161774599951358
Usp34	0.313	-0.273	0.317	3582	0.149246031789822
Mmut	0.354	-0.166	0.375	748	0.155049694987677
Mvk	0.528	0.4	0.677	407	0.165682248933487
Mxi1	0.541	0.399	0.678	295	0.156192698696436
Myb	0.451	0.108	0.527	755	0.156209387051292
Mybl1	0.305	-0.342	0.286	751	0.148427702543284
Mybl2	0.57	0.403	0.682	704	0.167002837662425
Mybpc3	0.539	0.297	0.628	1278	0.167228521693528
Myc	0.59	0.455	0.711	454	0.163233438636271
Mycs	0.563	0.407	0.683	431	0.165026110213782
Ppp1r15a	0.456	0.016	0.484	657	0.15489676762331
Gadd45b	0.587	0.492	0.727	160	0.176151694506634
Myd88	0.519	0.368	0.656	296	0.16210627548243
Myef2	0.351	-0.173	0.379	591	0.151864141504137
Myf5	0.566	0.341	0.652	255	0.171778446453977
Myf6	0.497	0.222	0.583	242	0.165927307694105
Myh1	0.573	0.395	0.676	1942	0.183282533462151
Myh11	0.561	0.377	0.666	1938	0.179539911135523
Myh2	0.598	0.444	0.702	1942	0.184899648568192
Myh3	0.588	0.442	0.701	1940	0.181840816066107
Myh4	0.576	0.392	0.675	1939	0.185153681316011
Myh8	0.581	0.419	0.689	1937	0.183541926380588
Myh9	0.653	0.562	0.765	1960	0.19047606064405
Myh6	0.672	0.582	0.776	1938	0.189408683247582
Myl4	0.584	0.375	0.672	193	0.176332695352461
Myl3	0.583	0.348	0.658	204	0.182899502541131
Myl7	0.585	0.451	0.71	175	0.174748948965276
Myl1	0.511	0.23	0.597	188	0.179310347088153
Myl6	0.566	0.375	0.671	151	0.175577718854472
Myl2	0.525	0.26	0.61	166	0.167880935258051
Mylpf	0.582	0.409	0.689	169	0.182488725251314
Myo10	0.554	0.412	0.684	2062	0.164525126768732
Myo15a	0.538	0.317	0.634	3511	0.157440242324684
Myo1b	0.425	0.096	0.512	1136	0.162915666674592
Myo1c	0.553	0.387	0.668	1044	0.163015264722197
Myo1f	0.527	0.314	0.63	1098	0.161233370651886
Myo5a	0.417	0.056	0.49	1853	0.157936275134657
Myo5b	0.539	0.369	0.66	1818	0.16919181271607
Myo6	0.4	-0.009	0.458	1262	0.160634291601862
Myo7a	0.618	0.495	0.728	2215	0.170105651612851
Myo7b	0.572	0.419	0.687	2113	0.165037873058392
Myo9b	0.566	0.372	0.663	2128	0.166778926385748
Myoc	0.505	0.279	0.614	490	0.160812386418957
Myod1	0.625	0.469	0.718	318	0.165896043718747
Myog	0.598	0.46	0.711	224	0.166020489403495
Myom1	0.442	0.079	0.515	1667	0.158705539491297
Myom2	0.477	0.186	0.57	1463	0.163991828099902
Ppp1r12a	0.374	-0.104	0.416	1004	0.152191794014184
Myt1	0.478	0.132	0.543	1169	0.169209776559875
Myt1l	0.462	0.108	0.53	1187	0.165901565957545
Nab1	0.41	0.039	0.484	486	0.158466746221792
Nab2	0.501	0.239	0.592	525	0.156545336210663
Naca	0.378	-0.214	0.37	2187	0.151782240317157
Naga	0.54	0.378	0.663	415	0.162161551450974
Naip1	0.392	0.007	0.467	1403	0.154256392249316
Naip2	0.391	-0.001	0.462	1447	0.154574204712279
Naip5	0.388	0.001	0.462	1403	0.15250467475329
Naip6	0.386	-0.012	0.457	1403	0.152018673830521
Nap1l2	0.359	-0.167	0.385	460	0.160750453343045
Nap1l4	0.437	0.012	0.483	386	0.162794886990706
Napb	0.465	0.128	0.538	298	0.179437203224827
Nat1	0.358	-0.107	0.41	290	0.146489405752507
Nat2	0.365	-0.086	0.414	290	0.147186753452037
Nat3	0.352	-0.12	0.399	290	0.149502115989888
Nbl1	0.627	0.471	0.725	178	0.187246085254238
Nbr1	0.413	-0.018	0.46	988	0.15839799958798
Ncam1	0.554	0.334	0.649	849	0.169180979843429
Ncam2	0.351	-0.133	0.395	837	0.148679869659292
Ncf1	0.594	0.447	0.704	404	0.162226478425417
Ncf2	0.502	0.251	0.601	525	0.169105511917249
Ncf4	0.576	0.433	0.695	339	0.163172272061532
Nck1	0.333	-0.241	0.346	377	0.149875289604298
Nck2	0.588	0.47	0.719	380	0.170175104477981
Ncl	0.348	-0.304	0.325	707	0.162364895559661
Ncoa1	0.407	-0.03	0.455	1405	0.151204160689719
Ncoa2	0.467	0.136	0.544	1462	0.154100648708593
Ncoa3	0.438	0.047	0.498	1403	0.153229446507866
Ndn	0.6	0.482	0.721	325	0.167014355729006
Ndp	0.478	0.209	0.573	131	0.166422478310989
Ndrg1	0.565	0.391	0.677	394	0.165124579904915
Ndufa2	0.536	0.363	0.656	99	0.175123915045179
Ndufa4	0.464	0.108	0.526	82	0.158049357592615
Ndufs4	0.373	-0.102	0.416	175	0.151518789332643
Ndufv1	0.494	0.18	0.562	464	0.169063603423606
Neb	0.478	0.151	0.551	7152	0.168933437124208
Nedd1	0.369	-0.122	0.405	660	0.147865084311784
Nedd4	0.396	-0.035	0.447	887	0.150601801289269
Septin2	0.395	0.004	0.463	361	0.160860850643264
Nedd8	0.435	0.163	0.544	81	0.166663790458132
Nedd9	0.478	0.179	0.566	833	0.157433171359995
Nek1	0.326	-0.285	0.316	1275	0.153292354760625
Nek2	0.48	0.241	0.585	443	0.167637329954826
Neo1	0.39	-0.078	0.429	1492	0.15005501595666
Nes	0.443	0.099	0.522	1864	0.161278819241323
Neu1	0.594	0.471	0.718	409	0.163503356922257
Neurl1a	0.687	0.685	0.83	574	0.169306218065735
Neurod1	0.559	0.354	0.66	357	0.160756620221463
Neurod2	0.694	0.672	0.826	383	0.176521209408861
Neurog1	0.618	0.528	0.746	244	0.155770987892098
Nf1	0.357	-0.097	0.409	2841	0.150455970925133
Nf2	0.474	0.217	0.578	596	0.169113610163429
Nfatc1	0.55	0.358	0.66	939	0.157394291926028
Nfatc2	0.602	0.457	0.713	927	0.161170648905995
Nfatc2ip	0.459	0.178	0.556	412	0.153712617373845
Nfatc3	0.324	-0.341	0.293	1076	0.143168746073317
Nfe2	0.419	0.043	0.485	373	0.151041481469021
Nfe2l1	0.498	0.259	0.603	741	0.157713125256876
Nfe2l2	0.41	-0.007	0.466	597	0.152937164844024
Nfe2l3	0.385	-0.024	0.453	660	0.150262256659994
Nfia	0.431	0.022	0.486	509	0.143285884184866
Nfib	0.409	-0.068	0.435	570	0.144607435494465
Nfic	0.675	0.612	0.794	439	0.162651138651696
Nfil3	0.489	0.266	0.612	462	0.159679836631964
Nfix	0.583	0.42	0.693	494	0.15801526787049
Nfkb1	0.459	0.142	0.543	971	0.159601587548563
